"category","subcategory","ID","Description","GeneRatio","BgRatio","RichFactor","FoldEnrichment","zScore","pvalue","p.adjust","qvalue","geneID","Count"
"Metabolism","Glycan biosynthesis and metabolism","mmu00534","Glycosaminoglycan biosynthesis - heparan sulfate / heparin - Mus musculus (house mouse)","10/2083","24/10650",0.416666666666667,2.13034085453673,2.73347310357043,0.0107047788398003,0.0313885888014485,0.0177617204656812,"233781/50785/54710/218271/93683/319415/15476/14042/23908/54616",10
"Environmental Information Processing","Signal transduction","mmu04151","PI3K-Akt signaling pathway - Mus musculus (house mouse)","90/2083","368/10650",0.244565217391304,1.25041745809764,2.41065120629559,0.0109107458385753,0.0317236811777064,0.017951337691066,"20750/12985/16777/83490/12443/14268/16590/13640/13874/16403/18414/14183/170755/16774/13649/16782/109333/17295/13684/71978/11911/12575/13636/18049/22630/14600/21825/19697/16399/18413/15976/17311/21923/12444/12986/64337/12125/11652/13867/12826/74769/18590/22027/16190/225849/20963/16780/244650/15370/12827/12977/22629/16419/16776/108079/16188/16421/18205/231991/21828/15975/21898/12915/14924/73699/12048/16402/16151/12043/18053/16398/12830/14164/11876/18710/17210/13638/18591/50791/12571/21802/14936/12842/64930/12445/105787/59032/68401/14745/16653",90
NA,NA,"mmu04820","Cytoskeleton in muscle cells - Mus musculus (house mouse)","60/2083","233/10650",0.257510729613734,1.31660550666647,2.40940472494518,0.0117778179363065,0.0339593750496838,0.0192164397908159,"22352/71409/74103/14268/319565/71960/16403/13506/54132/16480/208846/56376/20971/109620/11465/20969/12825/64009/11717/21825/16399/326618/22003/20743/16651/12826/13806/13003/24051/12827/16419/14200/22004/16421/70435/21828/17929/109674/14118/13726/16402/70549/54004/14114/16398/12830/20650/433182/12340/229665/21956/15530/13179/13007/12842/67399/11931/13527/16907/22379",60
"Human Diseases","Cancer: specific types","mmu05211","Renal cell carcinoma - Mus musculus (house mouse)","22/2083","70/10650",0.314285714285714,1.60688567313627,2.51187333890873,0.0121054241118277,0.0346155102701849,0.0195877240956933,"13819/112407/18479/17295/16476/12575/20525/112405/14388/11652/74769/11864/21808/18481/15251/70584/18710/18591/216805/21802/22346/16653",22
"Human Diseases","Infectious disease: viral","mmu05163","Human cytomegalovirus infection - Mus musculus (house mouse)","65/2083","256/10650",0.25390625,1.29817645823332,2.38114939006947,0.0124189316931694,0.035220904638005,0.0199302959010311,"20303/20302/16176/21926/12443/70405/16155/69632/13649/12768/19878/11911/19055/12575/12028/12317/19697/19354/12771/21937/14102/20312/15015/213498/64337/14827/12767/12927/18035/12010/13063/11652/74769/19056/14677/20296/12370/21355/19225/21354/12314/16439/231991/12315/71609/170758/12915/16151/18749/19094/18710/12367/12018/19229/19219/16438/12571/16177/64930/14682/11515/12122/18751/14673/16653",65
"Environmental Information Processing","Signal transduction","mmu04068","FoxO signaling pathway - Mus musculus (house mouse)","37/2083","133/10650",0.278195488721804,1.42236291641249,2.41685351431711,0.0129024816267474,0.0362262821979666,0.0204992044077328,"12443/26557/170755/252870/13649/12575/56486/12452/12581/56458/12444/12125/11652/73251/74769/26419/21808/19079/268697/108079/20873/57436/26558/67731/26420/19094/18710/12176/16153/108099/58231/12053/20656/17873/105787/68401/16653",37
"Environmental Information Processing","Signaling molecules and interaction","mmu04061","Viral protein interaction with cytokine and cytokine receptor - Mus musculus (house mouse)","28/2083","95/10650",0.294736842105263,1.50693584657756,2.44720499893346,0.0129828294582308,0.0362262821979666,0.0204992044077328,"57349/330122/20303/20310/20302/20311/21926/21938/20305/14825/16155/16195/12768/56744/12771/21937/20312/12767/16174/20306/20296/12977/20301/93672/16182/21933/213208/16153",28
"Metabolism","Metabolism of other amino acids","mmu00410","beta-Alanine metabolism - Mus musculus (house mouse)","12/2083","32/10650",0.375,1.91730676908305,2.56243520257864,0.0139450364158549,0.0382935126975062,0.0216689788918046,"11670/621603/11669/93747/103149/104776/99586/228608/246277/227095/11671/66054",12
"Metabolism","Glycan biosynthesis and metabolism","mmu00512","Mucin type O-glycan biosynthesis - Mus musculus (house mouse)","12/2083","32/10650",0.375,1.91730676908305,2.56243520257864,0.0139450364158549,0.0382935126975062,0.0216689788918046,"20445/233733/20442/14425/14537/94192/72297/20446/56336/14426/218476/231050",12
"Organismal Systems","Immune system","mmu04611","Platelet activation - Mus musculus (house mouse)","35/2083","126/10650",0.277777777777778,1.42022723635782,2.33971907088594,0.0156378057474753,0.0425862764049225,0.0240981059060407,"14127/108101/19224/54519/18759/69632/17096/19092/19878/67938/11465/12825/16399/16822/14131/20866/11652/74769/14360/14677/234779/20619/20963/16439/232906/70549/18749/16398/19094/18710/16438/12842/14682/11515/22323",35
"Organismal Systems","Immune system","mmu04658","Th1 and Th2 cell differentiation - Mus musculus (house mouse)","26/2083","88/10650",0.295454545454545,1.51060533321695,2.37158265935428,0.0157544606353471,0.0425862764049225,0.0240981059060407,"14281/18131/19055/16476/18128/19697/13388/17132/18035/19056/26419/16190/19664/14969/15980/20846/14462/103806/16151/26420/19094/20851/20852/18129/16450/14998",26
"Metabolism","Carbohydrate metabolism","mmu00620","Pyruvate metabolism - Mus musculus (house mouse)","15/2083","44/10650",0.340909090909091,1.74300615371187,2.43516056720603,0.0165536677949189,0.0443997601321079,0.0251242938380653,"11522/11529/11669/17449/109264/18746/110446/107029/16828/66204/75572/109801/11671/107476/16832",15
"Metabolism","Xenobiotics biodegradation and metabolism","mmu00982","Drug metabolism - cytochrome P450 - Mus musculus (house mouse)","22/2083","72/10650",0.305555555555556,1.5622499599936,2.36036173315963,0.0169863693000433,0.0448647616627099,0.025387422176039,"14859/11522/11529/14858/11670/621603/14860/14863/54486/14862/66447/103140/76263/14873/14872/211666/17161/55990/56615/14857/14871/14263",22
"Human Diseases","Cancer: specific types","mmu05223","Non-small cell lung cancer - Mus musculus (house mouse)","22/2083","72/10650",0.305555555555556,1.5622499599936,2.36036173315963,0.0169863693000433,0.0448647616627099,0.025387422176039,"12443/56289/13649/17295/16573/12575/12028/14198/11652/74769/11682/234779/218772/18710/20851/12018/58231/12571/17873/21802/18751/16653",22
"Metabolism","Lipid metabolism","mmu00071","Fatty acid degradation - Mus musculus (house mouse)","17/2083","52/10650",0.326923076923077,1.6714982089442,2.3934217752395,0.0172519558672666,0.0452210358338958,0.0255890254490557,"13118/11522/11529/11669/11364/93747/74205/52538/110446/13177/14081/15107/66885/113868/94180/11370/11671",17
"Human Diseases","Cancer: overview","mmu05208","Chemical carcinogenesis - reactive oxygen species - Mus musculus (house mouse)","58/2083","229/10650",0.253275109170306,1.2949495500066,2.22482290066349,0.0183196540597997,0.0476586489074488,0.0269683866649999,"14859/13849/14858/13057/13850/14281/11739/11352/13649/20463/17970/17295/16476/14860/15368/67680/14863/22272/14862/19697/66447/17992/18024/17969/103140/66495/18035/14873/14872/17995/211666/11652/13078/74769/66377/26419/15251/12408/19271/56615/14857/66052/320718/16151/26420/19094/18710/14871/18104/26400/20656/13107/227197/18805/105675/75292/71932/16653",58
