"category","subcategory","ID","Description","GeneRatio","BgRatio","RichFactor","FoldEnrichment","zScore","pvalue","p.adjust","qvalue","geneID","Count"
"Environmental Information Processing","Signaling molecules and interaction","mmu04061","Viral protein interaction with cytokine and cytokine receptor - Mus musculus (house mouse)","32/2229","95/10650",0.336842105263158,1.60940709782532,3.06950119003441,0.00255105670135812,0.00804742432155697,0.00417445642040419,"20303/330122/20302/57349/20310/20311/21926/21938/57266/20305/16155/14825/12768/56744/20306/20296/21937/12977/16174/12767/16173/24047/16154/20312/16153/16193/16182/20300/93672/20301/213208/21933",32
"Cellular Processes","Transport and catabolism","mmu04144","Endocytosis - Mus musculus (house mouse)","76/2229","270/10650",0.281481481481481,1.34489806091421,2.95325924444037,0.00262738234085141,0.00814045887021805,0.00422271641682781,"66371/16835/98878/14275/20404/212285/13649/18759/27965/74325/14183/15018/16573/68953/11845/11844/76709/232227/58220/83814/93742/11867/17999/93737/215280/66251/230597/72318/14964/74192/110557/234852/13132/13859/12767/58194/73711/22088/208650/14773/56443/22042/12390/52055/103967/71889/227700/13854/13660/19349/18717/211914/216238/193740/28084/54189/69710/13855/67282/20479/18595/319277/28006/12402/56433/245666/218441/106572/17274/18805/26385/99371/72685/67588/30930/16004",76
"Organismal Systems","Immune system","mmu04662","B cell receptor signaling pathway - Mus musculus (house mouse)","29/2229","84/10650",0.345238095238095,1.64952252771903,3.07472424551485,0.00262746799269286,0.00814045887021805,0.00422271641682781,"14728/83490/240354/17060/14281/17096/18035/57257/19055/19354/16331/16476/19697/56637/11652/22324/20963/234779/18037/170758/18018/16332/16151/110157/74769/18036/23797/18709/18708",29
"Human Diseases","Infectious disease: bacterial","mmu05100","Bacterial invasion of epithelial cells - Mus musculus (house mouse)","27/2229","77/10650",0.350649350649351,1.67537711279299,3.05999135638387,0.00282533626475881,0.0086568598994049,0.00449059014954721,"12550/330662/140580/74325/17295/78514/12385/76709/11465/11867/15163/74192/14268/56443/12390/103967/16402/14388/12927/234683/12402/20416/74769/19303/622434/18709/18708",27
"Metabolism","Lipid metabolism","mmu00071","Fatty acid degradation - Mus musculus (house mouse)","20/2229","52/10650",0.384615384615385,1.83766435448804,3.11521025196168,0.00284404042804657,0.0086568598994049,0.00449059014954721,"11522/13118/11529/11364/93747/74205/11669/14081/52538/15107/113868/110446/13177/66885/11532/94180/11370/50790/11671/433256",20
"Metabolism","Global and overview maps","mmu01240","Biosynthesis of cofactors - Mus musculus (house mouse)","47/2229","154/10650",0.305194805194805,1.45819859817168,2.94665858817631,0.00308904054456176,0.00931917617849742,0.00483415478999866,"11669/232087/66588/56248/268566/223646/69568/14630/11655/69719/17434/27973/17025/107272/71883/11639/19286/270685/18102/216134/18103/29858/54369/75735/12892/12036/12035/70383/11671/78801/22275/14151/22247/71562/14629/192185/13361/110006/71743/55936/11647/56316/108037/19044/73373/17252/69080",47
"Human Diseases","Neurodegenerative disease","mmu05010","Alzheimer disease - Mus musculus (house mouse)","104/2229","389/10650",0.267352185089974,1.27738930964927,2.8674594868827,0.00311534419799914,0.00931917617849742,0.00483415478999866,"16176/70405/21926/22417/67547/11739/12334/20463/22333/12333/226641/22419/11789/67680/16573/227613/11911/93687/16175/14433/14102/104130/19055/67003/12314/68585/213053/66495/21937/232943/72900/19697/212398/22334/12977/17993/226548/14368/22152/12364/22273/68375/56637/68194/15108/68349/16440/17995/19225/16593/13063/11652/73710/12568/22272/18797/106957/214922/66108/16439/22413/16438/11783/18795/14362/26444/26420/30791/19182/11836/16193/12122/20192/12370/12289/56175/17463/225326/16151/14977/66052/70247/74764/15925/12367/16971/66377/13198/11816/22154/110157/74769/56436/22409/12371/11487/26408/23797/67738/641340/12315/18709/329015/18708",104
"Metabolism","Metabolism of cofactors and vitamins","mmu00790","Folate biosynthesis - Mus musculus (house mouse)","12/2229","26/10650",0.461538461538462,2.20519722538565,3.16539841252116,0.00345928053979081,0.0102595756180121,0.00532197006121663,"11997/72562/268566/14187/110391/67861/17434/19286/12408/13361/68591/11647",12
"Environmental Information Processing","Signal transduction","mmu04371","Apelin signaling pathway - Mus musculus (house mouse)","43/2229","140/10650",0.307142857142857,1.46750624879831,2.86469040895297,0.00397579780183264,0.011661526754955,0.0060492069622245,"20750/70405/66922/12443/12550/18131/14693/18791/12314/11475/19079/16890/14219/16440/14677/11652/64337/18797/107589/16439/16438/66066/18795/67443/17532/16598/108079/12326/20544/20192/18749/14701/225326/17259/18787/20130/110157/105787/17258/108097/23797/12315/14674",43
"Human Diseases","Cancer: specific types","mmu05214","Glioma - Mus musculus (house mouse)","26/2229","75/10650",0.346666666666667,1.65634813817856,2.93462298927565,0.00399919793613731,0.011661526754955,0.0060492069622245,"70405/12443/13649/227541/12575/12314/12028/17873/11652/234779/18591/18596/12326/11836/18595/23882/13555/110157/20416/74769/12571/23797/12315/18709/107986/18708",26
"Metabolism","Carbohydrate metabolism","mmu00052","Galactose metabolism - Mus musculus (house mouse)","14/2229","33/10650",0.424242424242424,2.02699946979893,3.03986218374587,0.00423985402416609,0.0122602445532136,0.00635978103624914,"11997/15277/14187/56421/212032/11605/67861/18642/319625/12091/76051/15275/18641/74246",14
"Human Diseases","Cancer: specific types","mmu05218","Melanoma - Mus musculus (house mouse)","25/2229","72/10650",0.347222222222222,1.65900254224615,2.88655057367782,0.00460311572975226,0.0132006707291242,0.00684761017649096,"12443/12550/13649/17295/12575/17342/12028/17873/11652/14182/14173/18591/18596/11836/18595/23882/14164/13555/110157/74769/12571/23797/18709/107986/18708",25
"Organismal Systems","Immune system","mmu04660","T cell receptor signaling pathway - Mus musculus (house mouse)","38/2229","122/10650",0.311475409836066,1.48820687068376,2.79022019916155,0.00504123680272846,0.014264681052929,0.00739954636751361,"21926/18479/240354/19264/14281/71978/16822/18035/57257/19055/16476/19052/51792/19697/56637/21682/208650/225849/11652/22324/12477/14360/17974/18037/16153/26420/18481/70584/18018/214230/16151/110157/74769/52432/18036/23797/18709/18708",38
NA,NA,"mmu04981","Folate transport and metabolism - Mus musculus (house mouse)","12/2229","27/10650",0.444444444444444,2.12352325407507,3.00723918059834,0.00505635668446763,0.014264681052929,0.00739954636751361,"14275/17250/26357/107885/100039707/20509/27416/22171/17769/13361/238505/108037",12
"Organismal Systems","Endocrine system","mmu04915","Estrogen signaling pathway - Mus musculus (house mouse)","41/2229","134/10650",0.305970149253731,1.46190313573452,2.76825208129592,0.00521011748240285,0.014477797076444,0.0075100964661669,"70405/16665/13649/14281/15200/16667/11911/268482/12314/16476/16663/16666/13033/16440/14677/11652/18797/16668/16669/22027/16439/16438/193740/18795/231991/94179/18749/12043/12915/19401/14229/16664/110157/11909/20416/74769/23797/54393/12315/18709/18708",41
"Genetic Information Processing","Replication and repair","mmu03420","Nucleotide excision repair - Mus musculus (house mouse)","21/2229","58/10650",0.362068965517241,1.72993920267323,2.86773696000883,0.00521534476817146,0.014477797076444,0.0075100964661669,"26370/20021/66491/28015/18973/16881/22590/68240/69263/18974/18971/19891/23894/22592/20020/59001/19718/209357/17749/71101/107986",21
"Metabolism","Carbohydrate metabolism","mmu00620","Pyruvate metabolism - Mus musculus (house mouse)","17/2229","44/10650",0.386363636363636,1.84601737428117,2.89305988193225,0.00543164551796958,0.0149585793232972,0.0077594935970994,"11522/11529/17449/11669/109264/18746/68263/110446/107029/75572/66204/11532/60525/18563/11671/76238/16828",17
"Cellular Processes","Transport and catabolism","mmu04145","Phagosome - Mus musculus (house mouse)","53/2229","183/10650",0.289617486338798,1.38377130081121,2.69410514367085,0.00587644280997638,0.0160561075201717,0.00832881658106889,"12475/13057/226421/21825/15018/227613/17970/16414/17969/17972/11465/11984/20335/108078/14131/114143/14964/110557/22152/16409/12266/12330/22042/11974/66290/73710/12721/16402/19349/12317/66212/27060/21828/216238/16419/50909/18779/16398/13040/66335/140792/21871/21898/225326/14998/24088/22154/73834/66144/17113/11972/53421/16410",53
"Metabolism","Nucleotide metabolism","mmu00230","Purine metabolism - Mus musculus (house mouse)","41/2229","135/10650",0.303703703703704,1.45107422361797,2.71355026111773,0.00600330151312331,0.0162745751957327,0.00844214275282965,"66355/27369/76974/23971/382985/56248/18950/11717/12495/68695/14198/207728/209558/67054/23972/18573/23959/22436/29863/23917/14917/18583/11639/66566/18605/109674/18102/242202/66401/18103/54369/66358/20135/12496/229665/78801/231327/108147/11821/210808/50773",41
"Organismal Systems","Immune system","mmu04664","Fc epsilon RI signaling pathway - Mus musculus (house mouse)","23/2229","66/10650",0.348484848484849,1.66503527876341,2.78817064599388,0.00610479548112825,0.0164214266042752,0.00851831927599291,"14127/21926/11690/17096/16822/26397/57257/26398/19354/16331/14389/11652/22324/20963/14360/234779/170758/26420/110157/74769/23797/18709/18708",23
"Organismal Systems","Endocrine system","mmu04914","Progesterone-mediated oocyte maturation - Mus musculus (house mouse)","30/2229","93/10650",0.32258064516129,1.54126687795771,2.69718216625668,0.00691723693209276,0.0184637016572014,0.00957771267520536,"110651/231207/69010/59008/14677/11652/12534/56150/12531/268697/12235/20112/20111/67579/18817/20878/12530/20868/12428/26420/11836/18749/217232/110033/110157/74769/52717/23797/18709/18708",30
"Metabolism","Lipid metabolism","mmu00561","Glycerolipid metabolism - Mus musculus (house mouse)","22/2229","63/10650",0.349206349206349,1.66848255677327,2.7377986917857,0.00703452112930639,0.0186334261974757,0.00966575422347443,"11997/11669/28169/68262/23945/50784/14187/11605/67861/13139/218121/67916/16891/231510/104418/71910/52123/55979/11671/193742/56077/13350",22
"Metabolism","Carbohydrate metabolism","mmu00010","Glycolysis / Gluconeogenesis - Mus musculus (house mouse)","23/2229","67/10650",0.343283582089552,1.64018400594604,2.70436581237924,0.00749357987789813,0.0196990319517474,0.0102185180153156,"11522/11529/11670/621603/11676/11669/15277/18746/14433/68263/56421/212032/18642/319625/13806/11532/60525/18648/11671/15275/16828/18641/18655",23
"Metabolism","Lipid metabolism","mmu01040","Biosynthesis of unsaturated fatty acids - Mus musculus (house mouse)","14/2229","35/10650",0.4,1.91117092866756,2.77780331546237,0.00789333866563235,0.0205938986238679,0.0106827139835626,"20250/20280/106529/170439/70757/56348/66775/113868/70025/30963/56473/15488/74559/76267",14
"Metabolism","Global and overview maps","mmu01230","Biosynthesis of amino acids - Mus musculus (house mouse)","26/2229","79/10650",0.329113924050633,1.57248240966319,2.62751540050817,0.0086209100554908,0.0223242969347411,0.0115803269402115,"11847/107869/21881/11676/76282/14645/232087/18746/14433/56421/19895/18642/107272/269951/13806/236539/18648/12036/18563/12035/18641/18655/238505/11846/108037/14718",26
"Metabolism","Glycan biosynthesis and metabolism","mmu00512","Mucin type O-glycan biosynthesis - Mus musculus (house mouse)","13/2229","32/10650",0.40625,1.94103297442799,2.74274912009196,0.0088901957700772,0.0228510957941984,0.0118535943601029,"20445/233733/14425/20442/108150/56336/20446/14426/72297/94192/171212/218476/231050",13
"Metabolism","Xenobiotics biodegradation and metabolism","mmu00982","Drug metabolism - cytochrome P450 - Mus musculus (house mouse)","24/2229","72/10650",0.333333333333333,1.5926424405563,2.59588130106886,0.00956358670969113,0.0244012102078149,0.0126576882922383,"11522/14859/11529/14858/11670/66447/621603/54486/14860/14873/14863/76263/103140/14862/56615/14872/211666/17161/14870/11532/14857/14263/68214/14871",24
"Human Diseases","Infectious disease: viral","mmu05160","Hepatitis C - Mus musculus (house mouse)","48/2229","167/10650",0.287425149700599,1.37329647568927,2.50147949067195,0.0098183797857192,0.0248684509901063,0.0129000610323318,"21926/12443/18260/16835/13649/16341/22630/53624/71978/12740/12575/12633/18035/14102/12028/21937/19052/51792/19697/56489/15976/24014/56637/239931/13063/11652/15975/22031/11783/11836/27103/12122/22629/667373/12370/16151/12367/71908/56480/13555/110157/74769/52432/12371/12571/23797/18709/18708",48
"Human Diseases","Cancer: specific types","mmu05224","Breast cancer - Mus musculus (house mouse)","43/2229","147/10650",0.292517006802721,1.39762499885553,2.49748724887634,0.0101823093606566,0.0256033431025206,0.0132812730791173,"22417/12443/13649/18131/16590/15205/22419/11789/14281/93687/12575/12028/16476/17873/212398/18128/14368/56637/21415/11652/13388/14182/12189/22413/14173/14362/11836/18129/12190/23882/18034/14164/13555/110157/20416/74769/22409/12571/23797/16450/18709/107986/18708",43
"Environmental Information Processing","Signal transduction","mmu04071","Sphingolipid signaling pathway - Mus musculus (house mouse)","39/2229","131/10650",0.297709923664122,1.42243637820677,2.50286453709352,0.0103031708203876,0.025720865285428,0.0133422355947465,"14127/21926/208449/19878/71978/12028/17250/19354/21937/19052/51792/19697/66844/13033/14389/225849/14677/11652/20397/18797/14360/81535/170758/18795/26420/12122/66612/12043/110157/18805/74769/52432/26408/23797/14673/14674/18709/54447/18708",39
"Organismal Systems","Endocrine system","mmu04922","Glucagon signaling pathway - Mus musculus (house mouse)","32/2229","104/10650",0.307692307692308,1.47013148359043,2.47867585370969,0.0115204342947944,0.0283756800076407,0.0147193729146263,"110095/70405/11911/18746/19055/12314/68263/20525/56458/19079/56421/16440/11652/18642/18797/16439/16438/102093/18795/231991/108079/18648/18749/14936/16828/18641/11909/105787/108097/23797/12315/68961",32
"Human Diseases","Cancer: specific types","mmu05213","Endometrial cancer - Mus musculus (house mouse)","20/2229","58/10650",0.344827586206897,1.64756114540307,2.54409548594883,0.0115301754497906,0.0283756800076407,0.0147193729146263,"12443/12550/13649/11789/12385/12575/12028/17873/56637/21415/11652/11836/23882/110157/74769/12371/23797/18709/107986/18708",20
"Metabolism","Carbohydrate metabolism","mmu00630","Glyoxylate and dicarboxylate metabolism - Mus musculus (house mouse)","13/2229","33/10650",0.393939393939394,1.88221379338472,2.61130451120316,0.0119129179049194,0.029111144457796,0.0151008818513063,"17449/14645/104174/110446/73724/67078/434437/66904/60525/76238/71562/17850/108037",13
"Human Diseases","Cancer: overview","mmu05207","Chemical carcinogenesis - receptor activation - Mus musculus (house mouse)","63/2229","231/10650",0.272727272727273,1.30307108772788,2.39588016815996,0.0120022954787998,0.029124451266738,0.015107784518769,"14859/74090/14858/13849/13113/12443/66447/13850/11555/12224/13649/16600/110651/14281/14860/11911/14873/13078/16476/19697/14863/56489/103140/14862/74229/14677/11652/13388/56615/14872/11799/211666/22337/20112/16649/20111/22027/12530/71932/12053/14857/231991/14173/11554/18749/18129/12289/68214/12043/20851/12915/22339/13555/110157/11909/14871/74769/11622/12445/23797/20850/18709/18708",63
"Human Diseases","Neurodegenerative disease","mmu05022","Pathways of neurodegeneration - multiple diseases - Mus musculus (house mouse)","121/2229","481/10650",0.251559251559252,1.20193182104353,2.33166304968003,0.0126683648312932,0.0305272402531857,0.0158354560391165,"16176/70405/21926/22417/21938/11739/12334/20463/22333/12333/226641/67128/22419/20743/11789/67680/16573/227613/11911/93687/16175/18412/14102/26397/104130/19055/67003/12314/12028/57320/20907/14776/66495/21937/232943/72900/19697/212398/22334/12977/69654/17993/14368/22152/12364/215114/56444/22273/68375/13191/56637/68194/233871/15108/68349/16440/17995/19225/22428/16593/110616/13063/12460/73710/12568/22272/18797/68943/18610/71648/66108/16439/67305/22413/16438/11783/56791/18795/14362/26444/67443/170731/54152/50873/26420/19182/11836/103199/16193/12122/69590/74018/20192/217695/12370/12289/17463/225326/12043/12048/66052/70247/74764/12367/66377/13198/20655/56480/22154/110157/237782/17274/56436/22409/12371/26408/67738/641340/12315/329015/110083",121
"Metabolism","Lipid metabolism","mmu00564","Glycerophospholipid metabolism - Mus musculus (house mouse)","31/2229","101/10650",0.306930693069307,1.46649254427462,2.42341260138626,0.0132299507167791,0.0314471329357726,0.0163126337995362,"225845/14571/208449/28169/68262/50784/26394/74596/14792/75320/85031/13139/333433/218121/67916/210992/270084/231510/99010/104418/68671/71910/52123/66358/66350/55979/241274/212862/27388/18805/56077",31
"Metabolism","Glycan biosynthesis and metabolism","mmu00513","Various types of N-glycan biosynthesis - Mus musculus (house mouse)","16/2229","44/10650",0.363636363636364,1.73742811697051,2.52172563575177,0.0132313585262905,0.0314471329357726,0.0163126337995362,"71367/15212/320302/17158/67574/330406/217664/269181/66357/16430/53618/207958/17155/20441/66059/208624",16
"Metabolism","Metabolism of cofactors and vitamins","mmu00670","One carbon pool by folate - Mus musculus (house mouse)","14/2229","37/10650",0.378378378378378,1.80786439198283,2.53249070633809,0.0136762059050385,0.0322832887690365,0.0167463745775982,"107869/232087/104174/107885/434437/270685/100039707/107747/22171/17769/13361/108147/238505/108037",14
"Environmental Information Processing","Signal transduction","mmu04150","mTOR signaling pathway - Mus musculus (house mouse)","45/2229","158/10650",0.284810126582278,1.36080208528545,2.35069376564631,0.0143146665366394,0.0335620897852289,0.0174097295715885,"21926/22417/83409/230784/20539/227743/110651/22419/13684/320311/19744/21937/216742/14368/56637/11652/66290/69008/20112/20111/22413/14362/108079/227154/67046/277854/66335/216805/71962/14783/56032/20393/73834/110157/105787/64930/66144/74769/22409/23797/54170/80909/18709/18708/56692",45
"Organismal Systems","Aging","mmu04211","Longevity regulating pathway - Mus musculus (house mouse)","28/2229","90/10650",0.311111111111111,1.48646627785255,2.38434804395686,0.0148879477381258,0.0346719319807359,0.0179854402205546,"230784/11911/72674/12028/13684/19744/19697/56458/19079/20656/68465/72993/11652/231991/108079/12326/18749/140742/12915/11909/207565/105787/64930/74769/108097/23797/18709/18708",28
"Environmental Information Processing","Signal transduction","mmu04392","Hippo signaling pathway - multiple species - Mus musculus (house mouse)","11/2229","27/10650",0.407407407407407,1.94656298290215,2.53358466659488,0.015270389482826,0.0353255010036043,0.0183244673793913,"18479/319710/21676/97064/22601/211652/21679/56289/21678/64010/101543",11
"Environmental Information Processing","Signaling molecules and interaction","mmu04060","Cytokine-cytokine receptor interaction - Mus musculus (house mouse)","77/2229","294/10650",0.261904761904762,1.25136191757995,2.2485613388053,0.0165033741407115,0.0379249723630919,0.0196728963266759,"20303/330122/20302/16176/57349/20310/20311/21926/12985/21938/16180/16323/94185/57266/20305/18414/27279/16164/16155/14825/12768/16181/18413/12983/16175/14102/13607/56744/20306/20296/21937/12977/15976/12986/16174/18049/77125/12767/16173/100532/12161/24047/245527/16190/21808/16154/16169/83430/57890/16178/17082/15975/16880/11477/12156/20312/12803/69583/16177/53603/16153/23886/209590/16188/16193/16182/20300/18053/93672/20301/21803/16172/213208/16156/21933/107527/12982",77
"Metabolism","Glycan biosynthesis and metabolism","mmu00534","Glycosaminoglycan biosynthesis - heparan sulfate / heparin - Mus musculus (house mouse)","10/2229","24/10650",0.416666666666667,1.99080305069538,2.49997499170187,0.0171707509527356,0.0390532851834458,0.0202581882795972,"233781/50785/14042/218271/15476/319415/54710/23908/93683/17423",10
"Organismal Systems","Endocrine system","mmu04926","Relaxin signaling pathway - Mus musculus (house mouse)","38/2229","131/10650",0.290076335877863,1.38596365056045,2.28676975618339,0.0172194600376577,0.0390532851834458,0.0202581882795972,"17386/13649/13614/14281/12825/11911/14693/18035/26398/12826/12827/16476/19697/11475/14677/11652/64337/18797/66066/18795/231991/26420/12842/12830/14676/18749/12843/14701/21803/12915/22339/110157/11909/20416/74769/23797/18709/18708",38
"Metabolism","Global and overview maps","mmu01250","Biosynthesis of nucleotide sugars - Mus musculus (house mouse)","14/2229","38/10650",0.368421052631579,1.76028901324644,2.4154580890352,0.0175794207060153,0.0396107726297876,0.0205473748511867,"107652/15277/12764/212032/14584/12763/50798/56174/54342/29858/15275/74246/75540/69080",14
"Metabolism","Lipid metabolism","mmu00062","Fatty acid elongation - Mus musculus (house mouse)","12/2229","31/10650",0.387096774193548,1.84952025354926,2.43691503829909,0.0179382515965754,0.0399011109231517,0.0206979826114332,"106529/93747/170439/70757/52538/56348/15107/66775/70025/30963/72852/74559",12
"Metabolism","Carbohydrate metabolism","mmu00640","Propanoate metabolism - Mus musculus (house mouse)","12/2229","31/10650",0.387096774193548,1.84952025354926,2.43691503829909,0.0179382515965754,0.0399011109231517,0.0206979826114332,"93747/20917/73724/56451/104776/52665/66904/60525/227095/12040/16828/17850",12
"Cellular Processes","Cellular community - eukaryotes","mmu04520","Adherens junction - Mus musculus (house mouse)","28/2229","92/10650",0.304347826086957,1.45415179355141,2.25077318558842,0.020062733438004,0.0443424745413211,0.0230018599926161,"109711/19268/12550/17356/58235/13649/108100/21872/380928/17295/60595/19878/12385/67938/67268/11465/93742/19354/71740/69903/21415/20583/14360/14182/170758/215449/19271/58998",28
"Organismal Systems","Immune system","mmu04620","Toll-like receptor signaling pathway - Mus musculus (house mouse)","31/2229","104/10650",0.298076923076923,1.42418987472823,2.2364577497494,0.020194814394278,0.0443519024988257,0.0230067505757597,"20303/20302/20750/16176/12475/21926/14281/18035/26397/26398/16476/19697/56489/15976/11652/12519/15975/22031/26420/16193/21898/12370/16151/24088/56480/74769/266632/23797/18709/18708/27056",31
"Human Diseases","Infectious disease: parasitic","mmu05143","African trypanosomiasis - Mus musculus (house mouse)","14/2229","39/10650",0.358974358974359,1.71515339752217,2.30187092058977,0.0222739597108569,0.048610465532499,0.0252158034462531,"16176/21926/14102/14063/16173/16775/100503605/18797/22329/15894/18795/16153/15122/16193",14
"Metabolism","Amino acid metabolism","mmu00330","Arginine and proline metabolism - Mus musculus (house mouse)","18/2229","54/10650",0.333333333333333,1.5926424405563,2.24618885631822,0.0229444142532796,0.0497606984118002,0.0258124660349396,"11847/18242/12716/11669/18263/11702/14431/17161/20603/18452/66988/228608/212647/11671/20810/242669/11846/14718",18
